scientificName,type,genusOrAbove,specificEpithet,parsed,parsedPartially,canonicalName,canonicalNameComplete,canonicalNameWithMarker,rankMarker,infraSpecificEpithet,cultivarEpithet,nomStatus,authorship,bracketAuthorship,strain,notho
Pseudocheirus occidentalis,SCIENTIFIC,Pseudocheirus,occidentalis,True,False,Pseudocheirus occidentalis,Pseudocheirus occidentalis,Pseudocheirus occidentalis,sp.,,,,,,,
Pteropus natalis,SCIENTIFIC,Pteropus,natalis,True,False,Pteropus natalis,Pteropus natalis,Pteropus natalis,sp.,,,,,,,
Zyzomys pedunculatus,SCIENTIFIC,Zyzomys,pedunculatus,True,False,Zyzomys pedunculatus,Zyzomys pedunculatus,Zyzomys pedunculatus,sp.,,,,,,,
Adclarkia dawsonensis,SCIENTIFIC,Adclarkia,dawsonensis,True,False,Adclarkia dawsonensis,Adclarkia dawsonensis,Adclarkia dawsonensis,sp.,,,,,,,
Advena campbellii,SCIENTIFIC,Advena,campbellii,True,False,Advena campbellii,Advena campbellii,Advena campbellii,sp.,,,,,,,
Ammoniropa vigens,SCIENTIFIC,Ammoniropa,vigens,True,False,Ammoniropa vigens,Ammoniropa vigens,Ammoniropa vigens,sp.,,,,,,,
Argynnis hyperbius inconstans,SCIENTIFIC,Argynnis,hyperbius,True,False,Argynnis hyperbius inconstans,Argynnis hyperbius inconstans,Argynnis hyperbius inconstans,infrasp.,inconstans,,,,,,
Cherax tenuimanus,SCIENTIFIC,Cherax,tenuimanus,True,False,Cherax tenuimanus,Cherax tenuimanus,Cherax tenuimanus,sp.,,,,,,,
Cormodes darwini,SCIENTIFIC,Cormodes,darwini,True,False,Cormodes darwini,Cormodes darwini,Cormodes darwini,sp.,,,,,,,
Dryococelus australis,SCIENTIFIC,Dryococelus,australis,True,False,Dryococelus australis,Dryococelus australis,Dryococelus australis,sp.,,,,,,,
Engaewa pseudoreducta,SCIENTIFIC,Engaewa,pseudoreducta,True,False,Engaewa pseudoreducta,Engaewa pseudoreducta,Engaewa pseudoreducta,sp.,,,,,,,
Engaewa reducta,SCIENTIFIC,Engaewa,reducta,True,False,Engaewa reducta,Engaewa reducta,Engaewa reducta,sp.,,,,,,,
Euastacus bindal,SCIENTIFIC,Euastacus,bindal,True,False,Euastacus bindal,Euastacus bindal,Euastacus bindal,sp.,,,,,,,
Euastacus binzayedi,SCIENTIFIC,Euastacus,binzayedi,True,False,Euastacus binzayedi,Euastacus binzayedi,Euastacus binzayedi,sp.,,,,,,,
Euastacus dalagarbe,SCIENTIFIC,Euastacus,dalagarbe,True,False,Euastacus dalagarbe,Euastacus dalagarbe,Euastacus dalagarbe,sp.,,,,,,,
Euastacus dharawalus,SCIENTIFIC,Euastacus,dharawalus,True,False,Euastacus dharawalus,Euastacus dharawalus,Euastacus dharawalus,sp.,,,,,,,
Euastacus guwinus,SCIENTIFIC,Euastacus,guwinus,True,False,Euastacus guwinus,Euastacus guwinus,Euastacus guwinus,sp.,,,,,,,
Euastacus jagabar,SCIENTIFIC,Euastacus,jagabar,True,False,Euastacus jagabar,Euastacus jagabar,Euastacus jagabar,sp.,,,,,,,
Euastacus jagara,SCIENTIFIC,Euastacus,jagara,True,False,Euastacus jagara,Euastacus jagara,Euastacus jagara,sp.,,,,,,,
Euastacus maidae,SCIENTIFIC,Euastacus,maidae,True,False,Euastacus maidae,Euastacus maidae,Euastacus maidae,sp.,,,,,,,
Euastacus morgani,SCIENTIFIC,Euastacus,morgani,True,False,Euastacus morgani,Euastacus morgani,Euastacus morgani,sp.,,,,,,,
Euastacus vesper,SCIENTIFIC,Euastacus,vesper,True,False,Euastacus vesper,Euastacus vesper,Euastacus vesper,sp.,,,,,,,
Gudeoconcha sophiae magnifica,SCIENTIFIC,Gudeoconcha,sophiae,True,False,Gudeoconcha sophiae magnifica,Gudeoconcha sophiae magnifica,Gudeoconcha sophiae magnifica,infrasp.,magnifica,,,,,,
Hesperocolletes douglasi,SCIENTIFIC,Hesperocolletes,douglasi,True,False,Hesperocolletes douglasi,Hesperocolletes douglasi,Hesperocolletes douglasi,sp.,,,,,,,
Hoplogonus bornemisszai,SCIENTIFIC,Hoplogonus,bornemisszai,True,False,Hoplogonus bornemisszai,Hoplogonus bornemisszai,Hoplogonus bornemisszai,sp.,,,,,,,
Hypochrysops piceatus,SCIENTIFIC,Hypochrysops,piceatus,True,False,Hypochrysops piceatus,Hypochrysops piceatus,Hypochrysops piceatus,sp.,,,,,,,
Hyridella glenelgensis,SCIENTIFIC,Hyridella,glenelgensis,True,False,Hyridella glenelgensis,Hyridella glenelgensis,Hyridella glenelgensis,sp.,,,,,,,
Leioproctus douglasiellus,SCIENTIFIC,Leioproctus,douglasiellus,True,False,Leioproctus douglasiellus,Leioproctus douglasiellus,Leioproctus douglasiellus,sp.,,,,,,,
Marginaster littoralis,SCIENTIFIC,Marginaster,littoralis,True,False,Marginaster littoralis,Marginaster littoralis,Marginaster littoralis,sp.,,,,,,,
Mathewsoconcha grayi ms,SCIENTIFIC,Mathewsoconcha,grayi,True,False,Mathewsoconcha grayi,Mathewsoconcha grayi,Mathewsoconcha grayi,sp.,,,ms,,,,
Mathewsoconcha phillipii,SCIENTIFIC,Mathewsoconcha,phillipii,True,False,Mathewsoconcha phillipii,Mathewsoconcha phillipii,Mathewsoconcha phillipii,sp.,,,,,,,
Mathewsoconcha suteri,SCIENTIFIC,Mathewsoconcha,suteri,True,False,Mathewsoconcha suteri,Mathewsoconcha suteri,Mathewsoconcha suteri,sp.,,,,,,,
Micropathus kiernani,SCIENTIFIC,Micropathus,kiernani,True,False,Micropathus kiernani,Micropathus kiernani,Micropathus kiernani,sp.,,,,,,,
Mystivagor mastersi,SCIENTIFIC,Mystivagor,mastersi,True,False,Mystivagor mastersi,Mystivagor mastersi,Mystivagor mastersi,sp.,,,,,,,
Neopasiphae simplicior,SCIENTIFIC,Neopasiphae,simplicior,True,False,Neopasiphae simplicior,Neopasiphae simplicior,Neopasiphae simplicior,sp.,,,,,,,
Ogyris subterrestris petrina,SCIENTIFIC,Ogyris,subterrestris,True,False,Ogyris subterrestris petrina,Ogyris subterrestris petrina,Ogyris subterrestris petrina,infrasp.,petrina,,,,,,
Ordtrachia septentrionalis,SCIENTIFIC,Ordtrachia,septentrionalis,True,False,Ordtrachia septentrionalis,Ordtrachia septentrionalis,Ordtrachia septentrionalis,sp.,,,,,,,
Pericryptodrilus nanus,SCIENTIFIC,Pericryptodrilus,nanus,True,False,Pericryptodrilus nanus,Pericryptodrilus nanus,Pericryptodrilus nanus,sp.,,,,,,,
Promethis sterrha,SCIENTIFIC,Promethis,sterrha,True,False,Promethis sterrha,Promethis sterrha,Promethis sterrha,sp.,,,,,,,
Pseudocharopa ledgbirdi,SCIENTIFIC,Pseudocharopa,ledgbirdi,True,False,Pseudocharopa ledgbirdi,Pseudocharopa ledgbirdi,Pseudocharopa ledgbirdi,sp.,,,,,,,
Pseudocharopa whiteleggei,SCIENTIFIC,Pseudocharopa,whiteleggei,True,False,Pseudocharopa whiteleggei,Pseudocharopa whiteleggei,Pseudocharopa whiteleggei,sp.,,,,,,,
Pseudococcus markharveyi,SCIENTIFIC,Pseudococcus,markharveyi,True,False,Pseudococcus markharveyi,Pseudococcus markharveyi,Pseudococcus markharveyi,sp.,,,,,,,
Quintalia stoddartii,SCIENTIFIC,Quintalia,stoddartii,True,False,Quintalia stoddartii,Quintalia stoddartii,Quintalia stoddartii,sp.,,,,,,,
Thersites mitchellae,SCIENTIFIC,Thersites,mitchellae,True,False,Thersites mitchellae,Thersites mitchellae,Thersites mitchellae,sp.,,,,,,,
Zephyrarchaea austini,SCIENTIFIC,Zephyrarchaea,austini,True,False,Zephyrarchaea austini,Zephyrarchaea austini,Zephyrarchaea austini,sp.,,,,,,,
Cairnsichthys rhombosomoides,SCIENTIFIC,Cairnsichthys,rhombosomoides,True,False,Cairnsichthys rhombosomoides,Cairnsichthys rhombosomoides,Cairnsichthys rhombosomoides,sp.,,,,,,,
Chlamydogobius micropterus,SCIENTIFIC,Chlamydogobius,micropterus,True,False,Chlamydogobius micropterus,Chlamydogobius micropterus,Chlamydogobius micropterus,sp.,,,,,,,
Craterocephalus fluviatilis,SCIENTIFIC,Craterocephalus,fluviatilis,True,False,Craterocephalus fluviatilis,Craterocephalus fluviatilis,Craterocephalus fluviatilis,sp.,,,,,,,
Galaxias auratus,SCIENTIFIC,Galaxias,auratus,True,False,Galaxias auratus,Galaxias auratus,Galaxias auratus,sp.,,,,,,,
Galaxias fontanus,SCIENTIFIC,Galaxias,fontanus,True,False,Galaxias fontanus,Galaxias fontanus,Galaxias fontanus,sp.,,,,,,,
Galaxias fuscus,SCIENTIFIC,Galaxias,fuscus,True,False,Galaxias fuscus,Galaxias fuscus,Galaxias fuscus,sp.,,,,,,,
Galaxias johnstoni,SCIENTIFIC,Galaxias,johnstoni,True,False,Galaxias johnstoni,Galaxias johnstoni,Galaxias johnstoni,sp.,,,,,,,
Galaxias terenasus,SCIENTIFIC,Galaxias,terenasus,True,False,Galaxias terenasus,Galaxias terenasus,Galaxias terenasus,sp.,,,,,,,
Galaxias truttaceus (Western Australian population),SCIENTIFIC,Galaxias,truttaceus,True,True,Galaxias truttaceus,Galaxias truttaceus,Galaxias truttaceus,sp.,,,,,,,
Galaxiella nigrostriata,SCIENTIFIC,Galaxiella,nigrostriata,True,False,Galaxiella nigrostriata,Galaxiella nigrostriata,Galaxiella nigrostriata,sp.,,,,,,,
Galaxiella pusilla,SCIENTIFIC,Galaxiella,pusilla,True,False,Galaxiella pusilla,Galaxiella pusilla,Galaxiella pusilla,sp.,,,,,,,
Glyphis garricki,SCIENTIFIC,Glyphis,garricki,True,False,Glyphis garricki,Glyphis garricki,Glyphis garricki,sp.,,,,,,,
Hippocampus whitei,SCIENTIFIC,Hippocampus,whitei,True,False,Hippocampus whitei,Hippocampus whitei,Hippocampus whitei,sp.,,,,,,,
Maccullochella ikei,SCIENTIFIC,Maccullochella,ikei,True,False,Maccullochella ikei,Maccullochella ikei,Maccullochella ikei,sp.,,,,,,,
Maccullochella macquariensis,SCIENTIFIC,Maccullochella,macquariensis,True,False,Maccullochella macquariensis,Maccullochella macquariensis,Maccullochella macquariensis,sp.,,,,,,,
Maccullochella mariensis,SCIENTIFIC,Maccullochella,mariensis,True,False,Maccullochella mariensis,Maccullochella mariensis,Maccullochella mariensis,sp.,,,,,,,
Macquaria australasica,SCIENTIFIC,Macquaria,australasica,True,False,Macquaria australasica,Macquaria australasica,Macquaria australasica,sp.,,,,,,,
Melanotaenia eachamensis,SCIENTIFIC,Melanotaenia,eachamensis,True,False,Melanotaenia eachamensis,Melanotaenia eachamensis,Melanotaenia eachamensis,sp.,,,,,,,
Mordacia praecox,SCIENTIFIC,Mordacia,praecox,True,False,Mordacia praecox,Mordacia praecox,Mordacia praecox,sp.,,,,,,,
Nannoperca obscura,SCIENTIFIC,Nannoperca,obscura,True,False,Nannoperca obscura,Nannoperca obscura,Nannoperca obscura,sp.,,,,,,,
Nannoperca oxleyana,SCIENTIFIC,Nannoperca,oxleyana,True,False,Nannoperca oxleyana,Nannoperca oxleyana,Nannoperca oxleyana,sp.,,,,,,,
Nannoperca pygmaea,SCIENTIFIC,Nannoperca,pygmaea,True,False,Nannoperca pygmaea,Nannoperca pygmaea,Nannoperca pygmaea,sp.,,,,,,,
Paragalaxias mesotes,SCIENTIFIC,Paragalaxias,mesotes,True,False,Paragalaxias mesotes,Paragalaxias mesotes,Paragalaxias mesotes,sp.,,,,,,,
Pseudomugil mellis,SCIENTIFIC,Pseudomugil,mellis,True,False,Pseudomugil mellis,Pseudomugil mellis,Pseudomugil mellis,sp.,,,,,,,
Scaturiginichthys vermeilipinnis,SCIENTIFIC,Scaturiginichthys,vermeilipinnis,True,False,Scaturiginichthys vermeilipinnis,Scaturiginichthys vermeilipinnis,Scaturiginichthys vermeilipinnis,sp.,,,,,,,
Zearaja maugeana,SCIENTIFIC,Zearaja,maugeana,True,False,Zearaja maugeana,Zearaja maugeana,Zearaja maugeana,sp.,,,,,,,
Cophixalus aenigma,SCIENTIFIC,Cophixalus,aenigma,True,False,Cophixalus aenigma,Cophixalus aenigma,Cophixalus aenigma,sp.,,,,,,,
Crinia sloanei,SCIENTIFIC,Crinia,sloanei,True,False,Crinia sloanei,Crinia sloanei,Crinia sloanei,sp.,,,,,,,
Litoria booroolongensis,SCIENTIFIC,Litoria,booroolongensis,True,False,Litoria booroolongensis,Litoria booroolongensis,Litoria booroolongensis,sp.,,,,,,,
Litoria littlejohni,SCIENTIFIC,Litoria,littlejohni,True,False,Litoria littlejohni,Litoria littlejohni,Litoria littlejohni,sp.,,,,,,,
Litoria watsoni,SCIENTIFIC,Litoria,watsoni,True,False,Litoria watsoni,Litoria watsoni,Litoria watsoni,sp.,,,,,,,
Mixophyes fleayi,SCIENTIFIC,Mixophyes,fleayi,True,False,Mixophyes fleayi,Mixophyes fleayi,Mixophyes fleayi,sp.,,,,,,,
Philoria kundagungan,SCIENTIFIC,Philoria,kundagungan,True,False,Philoria kundagungan,Philoria kundagungan,Philoria kundagungan,sp.,,,,,,,
Philoria richmondensis,SCIENTIFIC,Philoria,richmondensis,True,False,Philoria richmondensis,Philoria richmondensis,Philoria richmondensis,sp.,,,,,,,
Taudactylus eungellensis,SCIENTIFIC,Taudactylus,eungellensis,True,False,Taudactylus eungellensis,Taudactylus eungellensis,Taudactylus eungellensis,sp.,,,,,,,
Uperoleia mahonyi,SCIENTIFIC,Uperoleia,mahonyi,True,False,Uperoleia mahonyi,Uperoleia mahonyi,Uperoleia mahonyi,sp.,,,,,,,
Uperoleia martini,SCIENTIFIC,Uperoleia,martini,True,False,Uperoleia martini,Uperoleia martini,Uperoleia martini,sp.,,,,,,,
Bellatorias obiri,SCIENTIFIC,Bellatorias,obiri,True,False,Bellatorias obiri,Bellatorias obiri,Bellatorias obiri,sp.,,,,,,,
Caretta caretta,SCIENTIFIC,Caretta,caretta,True,False,Caretta caretta,Caretta caretta,Caretta caretta,sp.,,,,,,,
Carinascincus greeni,SCIENTIFIC,Carinascincus,greeni,True,False,Carinascincus greeni,Carinascincus greeni,Carinascincus greeni,sp.,,,,,,,
Carinascincus microlepidotus,SCIENTIFIC,Carinascincus,microlepidotus,True,False,Carinascincus microlepidotus,Carinascincus microlepidotus,Carinascincus microlepidotus,sp.,,,,,,,
Carinascincus orocryptus,SCIENTIFIC,Carinascincus,orocryptus,True,False,Carinascincus orocryptus,Carinascincus orocryptus,Carinascincus orocryptus,sp.,,,,,,,
Cryptoblepharus gurrmul,SCIENTIFIC,Cryptoblepharus,gurrmul,True,False,Cryptoblepharus gurrmul,Cryptoblepharus gurrmul,Cryptoblepharus gurrmul,sp.,,,,,,,
Cyclodomorphus praealtus,SCIENTIFIC,Cyclodomorphus,praealtus,True,False,Cyclodomorphus praealtus,Cyclodomorphus praealtus,Cyclodomorphus praealtus,sp.,,,,,,,
Cyrtodactylus sadleiri,SCIENTIFIC,Cyrtodactylus,sadleiri,True,False,Cyrtodactylus sadleiri,Cyrtodactylus sadleiri,Cyrtodactylus sadleiri,sp.,,,,,,,
Dermochelys coriacea,SCIENTIFIC,Dermochelys,coriacea,True,False,Dermochelys coriacea,Dermochelys coriacea,Dermochelys coriacea,sp.,,,,,,,
Egernia stokesii badia,SCIENTIFIC,Egernia,stokesii,True,False,Egernia stokesii badia,Egernia stokesii badia,Egernia stokesii badia,infrasp.,badia,,,,,,
Elseya lavarackorum,SCIENTIFIC,Elseya,lavarackorum,True,False,Elseya lavarackorum,Elseya lavarackorum,Elseya lavarackorum,sp.,,,,,,,
Elusor macrurus,SCIENTIFIC,Elusor,macrurus,True,False,Elusor macrurus,Elusor macrurus,Elusor macrurus,sp.,,,,,,,
Eulamprus leuraensis,SCIENTIFIC,Eulamprus,leuraensis,True,False,Eulamprus leuraensis,Eulamprus leuraensis,Eulamprus leuraensis,sp.,,,,,,,
Eulamprus tympanum marnieae,SCIENTIFIC,Eulamprus,tympanum,True,False,Eulamprus tympanum marnieae,Eulamprus tympanum marnieae,Eulamprus tympanum marnieae,infrasp.,marnieae,,,,,,
Hemiaspis damelii,SCIENTIFIC,Hemiaspis,damelii,True,False,Hemiaspis damelii,Hemiaspis damelii,Hemiaspis damelii,sp.,,,,,,,
Hoplocephalus bungaroides,SCIENTIFIC,Hoplocephalus,bungaroides,True,False,Hoplocephalus bungaroides,Hoplocephalus bungaroides,Hoplocephalus bungaroides,sp.,,,,,,,
Lepidochelys olivacea,SCIENTIFIC,Lepidochelys,olivacea,True,False,Lepidochelys olivacea,Lepidochelys olivacea,Lepidochelys olivacea,sp.,,,,,,,
Lerista allanae,SCIENTIFIC,Lerista,allanae,True,False,Lerista allanae,Lerista allanae,Lerista allanae,sp.,,,,,,,
Lerista nevinae,SCIENTIFIC,Lerista,nevinae,True,False,Lerista nevinae,Lerista nevinae,Lerista nevinae,sp.,,,,,,,
Liopholis guthega,SCIENTIFIC,Liopholis,guthega,True,False,Liopholis guthega,Liopholis guthega,Liopholis guthega,sp.,,,,,,,
Liopholis montana,SCIENTIFIC,Liopholis,montana,True,False,Liopholis montana,Liopholis montana,Liopholis montana,sp.,,,,,,,
Liopholis slateri slateri,SCIENTIFIC,Liopholis,slateri,True,False,Liopholis slateri slateri,Liopholis slateri slateri,Liopholis slateri slateri,infrasp.,slateri,,,,,,
Lissolepis coventryi,SCIENTIFIC,Lissolepis,coventryi,True,False,Lissolepis coventryi,Lissolepis coventryi,Lissolepis coventryi,sp.,,,,,,,
Lucasium occultum,SCIENTIFIC,Lucasium,occultum,True,False,Lucasium occultum,Lucasium occultum,Lucasium occultum,sp.,,,,,,,
Myuchelys belli,SCIENTIFIC,Myuchelys,belli,True,False,Myuchelys belli,Myuchelys belli,Myuchelys belli,sp.,,,,,,,
Myuchelys purvisi,SCIENTIFIC,Myuchelys,purvisi,True,False,Myuchelys purvisi,Myuchelys purvisi,Myuchelys purvisi,sp.,,,,,,,
Pseudemoia cryodroma,SCIENTIFIC,Pseudemoia,cryodroma,True,False,Pseudemoia cryodroma,Pseudemoia cryodroma,Pseudemoia cryodroma,sp.,,,,,,,
Saltuarius kateae,SCIENTIFIC,Saltuarius,kateae,True,False,Saltuarius kateae,Saltuarius kateae,Saltuarius kateae,sp.,,,,,,,
Tiliqua adelaidensis,SCIENTIFIC,Tiliqua,adelaidensis,True,False,Tiliqua adelaidensis,Tiliqua adelaidensis,Tiliqua adelaidensis,sp.,,,,,,,
Tympanocryptis condaminensis,SCIENTIFIC,Tympanocryptis,condaminensis,True,False,Tympanocryptis condaminensis,Tympanocryptis condaminensis,Tympanocryptis condaminensis,sp.,,,,,,,
Tympanocryptis osbornei,SCIENTIFIC,Tympanocryptis,osbornei,True,False,Tympanocryptis osbornei,Tympanocryptis osbornei,Tympanocryptis osbornei,sp.,,,,,,,
Varanus mertensi,SCIENTIFIC,Varanus,mertensi,True,False,Varanus mertensi,Varanus mertensi,Varanus mertensi,sp.,,,,,,,
Acanthiza pusilla magnirostris,SCIENTIFIC,Acanthiza,pusilla,True,False,Acanthiza pusilla magnirostris,Acanthiza pusilla magnirostris,Acanthiza pusilla magnirostris,infrasp.,magnirostris,,,,,,
Accipiter hiogaster natalis,SCIENTIFIC,Accipiter,hiogaster,True,False,Accipiter hiogaster natalis,Accipiter hiogaster natalis,Accipiter hiogaster natalis,infrasp.,natalis,,,,,,
Amytornis barbatus barbatus,SCIENTIFIC,Amytornis,barbatus,True,False,Amytornis barbatus barbatus,Amytornis barbatus barbatus,Amytornis barbatus barbatus,infrasp.,barbatus,,,,,,
Amytornis dorotheae,SCIENTIFIC,Amytornis,dorotheae,True,False,Amytornis dorotheae,Amytornis dorotheae,Amytornis dorotheae,sp.,,,,,,,
Amytornis merrotsyi pedleri,SCIENTIFIC,Amytornis,merrotsyi,True,False,Amytornis merrotsyi pedleri,Amytornis merrotsyi pedleri,Amytornis merrotsyi pedleri,infrasp.,pedleri,,,,,,
Amytornis striatus howei,SCIENTIFIC,Amytornis,striatus,True,False,Amytornis striatus howei,Amytornis striatus howei,Amytornis striatus howei,infrasp.,howei,,,,,,
Aquila audax fleayi,SCIENTIFIC,Aquila,audax,True,False,Aquila audax fleayi,Aquila audax fleayi,Aquila audax fleayi,infrasp.,fleayi,,,,,,
Atrichornis clamosus,SCIENTIFIC,Atrichornis,clamosus,True,False,Atrichornis clamosus,Atrichornis clamosus,Atrichornis clamosus,sp.,,,,,,,
Atrichornis rufescens,SCIENTIFIC,Atrichornis,rufescens,True,False,Atrichornis rufescens,Atrichornis rufescens,Atrichornis rufescens,sp.,,,,,,,
Botaurus poiciloptilus,SCIENTIFIC,Botaurus,poiciloptilus,True,False,Botaurus poiciloptilus,Botaurus poiciloptilus,Botaurus poiciloptilus,sp.,,,,,,,
Calamanthus pyrrhopygius parkeri = Hylacola pyrrhopygia parkeri,DOUBTFUL,Calamanthus,pyrrhopygius,True,True,Calamanthus pyrrhopygius parkeri,Calamanthus pyrrhopygius parkeri,Calamanthus pyrrhopygius parkeri,infrasp.,parkeri,,,,,,
Callocephalon fimbriatum,SCIENTIFIC,Callocephalon,fimbriatum,True,False,Callocephalon fimbriatum,Callocephalon fimbriatum,Callocephalon fimbriatum,sp.,,,,,,,
Calyptorhynchus banksii graptogyne,SCIENTIFIC,Calyptorhynchus,banksii,True,False,Calyptorhynchus banksii graptogyne,Calyptorhynchus banksii graptogyne,Calyptorhynchus banksii graptogyne,infrasp.,graptogyne,,,,,,
Calyptorhynchus baudinii = Zanda baudinii,DOUBTFUL,Calyptorhynchus,baudinii,True,False,Calyptorhynchus baudinii baudinii,Calyptorhynchus baudinii baudinii,Calyptorhynchus baudinii baudinii,infrasp.,baudinii,,,,,,
Calyptorhynchus lathami halmaturinus,SCIENTIFIC,Calyptorhynchus,lathami,True,False,Calyptorhynchus lathami halmaturinus,Calyptorhynchus lathami halmaturinus,Calyptorhynchus lathami halmaturinus,infrasp.,halmaturinus,,,,,,
Calyptorhynchus latirostris = Zanda latirostris,DOUBTFUL,Calyptorhynchus,latirostris,True,False,Calyptorhynchus latirostris latirostris,Calyptorhynchus latirostris latirostris,Calyptorhynchus latirostris latirostris,infrasp.,latirostris,,,,,,
Casuarius casuarius johnsonii,SCIENTIFIC,Casuarius,casuarius,True,False,Casuarius casuarius johnsonii,Casuarius casuarius johnsonii,Casuarius casuarius johnsonii,infrasp.,johnsonii,,,,,,
Ceyx azureus diemenensis,SCIENTIFIC,Ceyx,azureus,True,False,Ceyx azureus diemenensis,Ceyx azureus diemenensis,Ceyx azureus diemenensis,infrasp.,diemenensis,,,,,,
Chalcophaps indica natalis,SCIENTIFIC,Chalcophaps,indica,True,False,Chalcophaps indica natalis,Chalcophaps indica natalis,Chalcophaps indica natalis,infrasp.,natalis,,,,,,
Charadrius mongolus,SCIENTIFIC,Charadrius,mongolus,True,False,Charadrius mongolus,Charadrius mongolus,Charadrius mongolus,sp.,,,,,,,
Cyanoramphus cookii,SCIENTIFIC,Cyanoramphus,cookii,True,False,Cyanoramphus cookii,Cyanoramphus cookii,Cyanoramphus cookii,sp.,,,,,,,
Dasyornis brachypterus,SCIENTIFIC,Dasyornis,brachypterus,True,False,Dasyornis brachypterus,Dasyornis brachypterus,Dasyornis brachypterus,sp.,,,,,,,
Dasyornis longirostris,SCIENTIFIC,Dasyornis,longirostris,True,False,Dasyornis longirostris,Dasyornis longirostris,Dasyornis longirostris,sp.,,,,,,,
Diomedea amsterdamensis,SCIENTIFIC,Diomedea,amsterdamensis,True,False,Diomedea amsterdamensis,Diomedea amsterdamensis,Diomedea amsterdamensis,sp.,,,,,,,
Diomedea dabbenena,SCIENTIFIC,Diomedea,dabbenena,True,False,Diomedea dabbenena,Diomedea dabbenena,Diomedea dabbenena,sp.,,,,,,,
Diomedea sanfordi,SCIENTIFIC,Diomedea,sanfordi,True,False,Diomedea sanfordi,Diomedea sanfordi,Diomedea sanfordi,sp.,,,,,,,
Epthianura crocea tunneyi,SCIENTIFIC,Epthianura,crocea,True,False,Epthianura crocea tunneyi,Epthianura crocea tunneyi,Epthianura crocea tunneyi,infrasp.,tunneyi,,,,,,
Erythrotriorchis radiatus,SCIENTIFIC,Erythrotriorchis,radiatus,True,False,Erythrotriorchis radiatus,Erythrotriorchis radiatus,Erythrotriorchis radiatus,sp.,,,,,,,
Erythrura gouldiae,SCIENTIFIC,Erythrura,gouldiae,True,False,Erythrura gouldiae,Erythrura gouldiae,Erythrura gouldiae,sp.,,,,,,,
Fregata andrewsi,SCIENTIFIC,Fregata,andrewsi,True,False,Fregata andrewsi,Fregata andrewsi,Fregata andrewsi,sp.,,,,,,,
Hypotaenidia philippensis andrewsi,SCIENTIFIC,Hypotaenidia,philippensis,True,False,Hypotaenidia philippensis andrewsi,Hypotaenidia philippensis andrewsi,Hypotaenidia philippensis andrewsi,infrasp.,andrewsi,,,,,,
Hypotaenidia sylvestris,SCIENTIFIC,Hypotaenidia,sylvestris,True,False,Hypotaenidia sylvestris,Hypotaenidia sylvestris,Hypotaenidia sylvestris,sp.,,,,,,,
Limosa lapponica baueri,SCIENTIFIC,Limosa,lapponica,True,False,Limosa lapponica baueri,Limosa lapponica baueri,Limosa lapponica baueri,infrasp.,baueri,,,,,,
