SPECIES_LUTO,TAXON,scientificName_x,canonicalName,Scientific Name,Endangered Status,scientificName_y,Endanger Status IUCN
Ptilonorhynchus_maculatus,Birds,Ptilonorhynchus_maculatus,Ptilonorhynchus maculatus,,,,
Ptilonorhynchus_nuchalis,Birds,Ptilonorhynchus_nuchalis,Ptilonorhynchus nuchalis,,,,
Erythrura_gouldiae,Birds,Erythrura_gouldiae,Erythrura gouldiae,Erythrura gouldiae,Endangered,Erythrura gouldiae,
Chloris_chloris,Birds,Chloris_chloris,Chloris chloris,,,,LC
Chrysococcyx_lucidus,Birds,Chrysococcyx_lucidus,Chrysococcyx lucidus,,,,
Cincloramphus_cruralis,Birds,Cincloramphus_cruralis,Cincloramphus cruralis,,,,LC
Cincloramphus_mathewsi,Birds,Cincloramphus_mathewsi,Cincloramphus mathewsi,,,,LC
Megalurus_timoriensis,Birds,Megalurus_timoriensis,Megalurus timoriensis,,,,
Cinclosoma_castaneothorax,Birds,Cinclosoma_castaneothorax,Cinclosoma castaneothorax,,,,LC
Cinclosoma_castanotum,Birds,Cinclosoma_castanotum,Cinclosoma castanotum,,,,LC
Cinclosoma_cinnamomeum,Birds,Cinclosoma_cinnamomeum,Cinclosoma cinnamomeum,,,,LC
Circus_approximans,Birds,Circus_approximans,Circus approximans,,,,LC
Circus_assimilis,Birds,Circus_assimilis,Circus assimilis,,,,LC
Cisticola_exilis,Birds,Cisticola_exilis,Cisticola exilis,,,,LC
Cisticola_juncidis,Birds,Cisticola_juncidis,Cisticola juncidis,,,,LC
Cladorhynchus_leucocephalus,Birds,Cladorhynchus_leucocephalus,Cladorhynchus leucocephalus,,,,LC
Climacteris_affinis,Birds,Climacteris_affinis,Climacteris affinis,,,,LC
Climacteris_erythrops,Birds,Climacteris_erythrops,Climacteris erythrops,,,,LC
Climacteris_melanura,Birds,Climacteris_melanura,Climacteris melanura,,,,
Climacteris_picumnus,Birds,Climacteris_picumnus,Climacteris picumnus,,,,LC
Climacteris_rufa,Birds,Climacteris_rufa,Climacteris rufa,,,,
Colluricincla_boweri,Birds,Colluricincla_boweri,Colluricincla boweri,,,,VU
Colluricincla_harmonica,Birds,Colluricincla_harmonica,Colluricincla harmonica,,,,LC
Colluricincla_megarhyncha,Birds,Colluricincla_megarhyncha,Colluricincla megarhyncha,,,,LC
Colluricincla_woodwardi,Birds,Colluricincla_woodwardi,Colluricincla woodwardi,,,,LC
Columba_leucomela,Birds,Columba_leucomela,Columba leucomela,,,,LC
Columba_livia,Birds,Columba_livia,Columba livia,,,,LC
Conopophila_albogularis,Birds,Conopophila_albogularis,Conopophila albogularis,,,,LC
Conopophila_rufogularis,Birds,Conopophila_rufogularis,Conopophila rufogularis,,,,LC
Conopophila_whitei,Birds,Conopophila_whitei,Conopophila whitei,,,,LC
Coracina_lineata,Birds,Coracina_lineata,Coracina lineata,,,,LC
Coracina_maxima,Birds,Coracina_maxima,Coracina maxima,,,,LC
Coracina_novaehollandiae,Birds,Coracina_novaehollandiae,Coracina novaehollandiae,,,,LC
Coracina_papuensis,Birds,Coracina_papuensis,Coracina papuensis,,,,LC
Corcorax_melanorhamphos,Birds,Corcorax_melanorhamphos,Corcorax melanorhamphos,,,,LC
Cormobates_leucophaea,Birds,Cormobates_leucophaea,Cormobates leucophaea,,,,LC
Corvus_bennetti,Birds,Corvus_bennetti,Corvus bennetti,,,,LC
Corvus_coronoides,Birds,Corvus_coronoides,Corvus coronoides,,,,LC
Corvus_mellori,Birds,Corvus_mellori,Corvus mellori,,,,LC
Corvus_splendens,Birds,Corvus_splendens,Corvus splendens,,,,LC
Corvus_tasmanicus,Birds,Corvus_tasmanicus,Corvus tasmanicus,,,,LC
Coturnix_pectoralis,Birds,Coturnix_pectoralis,Coturnix pectoralis,,,,LC
Cracticus_mentalis,Birds,Cracticus_mentalis,Cracticus mentalis,,,,LC
Cracticus_nigrogularis,Birds,Cracticus_nigrogularis,Cracticus nigrogularis,,,,LC
Cracticus_torquatus,Birds,Cracticus_torquatus,Cracticus torquatus,,,,LC
Cuculus_optatus,Birds,Cuculus_optatus,Cuculus optatus,,,,LC
Cuculus_saturatus,Birds,Cuculus_saturatus,Cuculus saturatus,,,,LC
Cyclopsitta_diophthalma,Birds,Cyclopsitta_diophthalma,Cyclopsitta diophthalma,,,,LC
Cygnus_atratus,Birds,Cygnus_atratus,Cygnus atratus,,,,LC
Cygnus_olor,Birds,Cygnus_olor,Cygnus olor,,,,LC
Dacelo_leachii,Birds,Dacelo_leachii,Dacelo leachii,,,,LC
Dacelo_novaeguineae,Birds,Dacelo_novaeguineae,Dacelo novaeguineae,,,,LC
Daphoenositta_chrysoptera,Birds,Daphoenositta_chrysoptera,Daphoenositta chrysoptera,,,,LC
Dasyornis_brachypterus,Birds,Dasyornis_brachypterus,Dasyornis brachypterus,Dasyornis brachypterus,Endangered,Dasyornis brachypterus,VU
Dasyornis_broadbenti,Birds,Dasyornis_broadbenti,Dasyornis broadbenti,,,,LC
Dasyornis_longirostris,Birds,Dasyornis_longirostris,Dasyornis longirostris,Dasyornis longirostris,Endangered,Dasyornis longirostris,EN
Dendrocygna_arcuata,Birds,Dendrocygna_arcuata,Dendrocygna arcuata,,,,LC
Dendrocygna_eytoni,Birds,Dendrocygna_eytoni,Dendrocygna eytoni,,,,LC
Dicaeum_hirundinaceum,Birds,Dicaeum_hirundinaceum,Dicaeum hirundinaceum,,,,LC
Dicrurus_bracteatus,Birds,Dicrurus_bracteatus,Dicrurus bracteatus,,,,LC
Dromaius_novaehollandiae,Birds,Dromaius_novaehollandiae,Dromaius novaehollandiae,,,,LC
Drymodes_brunneopygia,Birds,Drymodes_brunneopygia,Drymodes brunneopygia,,,,LC
Drymodes_superciliaris,Birds,Drymodes_superciliaris,Drymodes superciliaris,,,,LC
Ducula_bicolor,Birds,Ducula_bicolor,Ducula bicolor,,,,LC
Eclectus_roratus,Birds,Eclectus_roratus,Eclectus roratus,,,,LC
Coracina_tenuirostris,Birds,Coracina_tenuirostris,Coracina tenuirostris,,,,
Egretta_garzetta,Birds,Egretta_garzetta,Egretta garzetta,,,,LC
Egretta_novaehollandiae,Birds,Egretta_novaehollandiae,Egretta novaehollandiae,,,,LC
Egretta_picata,Birds,Egretta_picata,Egretta picata,,,,LC
Elanus_axillaris,Birds,Elanus_axillaris,Elanus axillaris,,,,LC
Elanus_caeruleus,Birds,Elanus_caeruleus,Elanus caeruleus,,,,LC
Elanus_scriptus,Birds,Elanus_scriptus,Elanus scriptus,,,,NT
Emblema_pictum,Birds,Emblema_pictum,Emblema pictum,,,,LC
Entomyzon_cyanotis,Birds,Entomyzon_cyanotis,Entomyzon cyanotis,,,,LC
Eolophus_roseicapillus,Birds,Eolophus_roseicapillus,Eolophus roseicapillus,,,,
Eopsaltria_griseogularis,Birds,Eopsaltria_griseogularis,Eopsaltria griseogularis,,,,LC
Ephippiorhynchus_asiaticus,Birds,Ephippiorhynchus_asiaticus,Ephippiorhynchus asiaticus,,,,NT
Epthianura_albifrons,Birds,Epthianura_albifrons,Epthianura albifrons,,,,LC
Epthianura_aurifrons,Birds,Epthianura_aurifrons,Epthianura aurifrons,,,,LC
Epthianura_crocea,Birds,Epthianura_crocea,Epthianura crocea,,,,LC
Epthianura_tricolor,Birds,Epthianura_tricolor,Epthianura tricolor,,,,LC
Erythrotriorchis_radiatus,Birds,Erythrotriorchis_radiatus,Erythrotriorchis radiatus,Erythrotriorchis radiatus,Endangered,Erythrotriorchis radiatus,EN
Erythrura_trichroa,Birds,Erythrura_trichroa,Erythrura trichroa,,,,LC
Esacus_magnirostris,Birds,Esacus_magnirostris,Esacus magnirostris,,,,NT
Eudynamys_orientalis,Birds,Eudynamys_orientalis,Eudynamys orientalis,,,,LC
Eulabeornis_castaneoventris,Birds,Eulabeornis_castaneoventris,Eulabeornis castaneoventris,,,,LC
Eurostopodus_argus,Birds,Eurostopodus_argus,Eurostopodus argus,,,,LC
Eurostopodus_mystacalis,Birds,Eurostopodus_mystacalis,Eurostopodus mystacalis,,,,LC
Eurystomus_orientalis,Birds,Eurystomus_orientalis,Eurystomus orientalis,,,,LC
Falco_berigora,Birds,Falco_berigora,Falco berigora,,,,LC
Falco_cenchroides,Birds,Falco_cenchroides,Falco cenchroides,,,,LC
Falco_hypoleucos,Birds,Falco_hypoleucos,Falco hypoleucos,Falco hypoleucos,Vulnerable,Falco hypoleucos,VU
Falco_longipennis,Birds,Falco_longipennis,Falco longipennis,,,,LC
Falco_subniger,Birds,Falco_subniger,Falco subniger,,,,LC
Falcunculus_frontatus,Birds,Falcunculus_frontatus,Falcunculus frontatus,,,,LC
Fulica_atra,Birds,Fulica_atra,Fulica atra,,,,NT
Gallinago_hardwickii,Birds,Gallinago_hardwickii,Gallinago hardwickii,Gallinago hardwickii,Vulnerable,Gallinago hardwickii,NT
Gallinula_tenebrosa,Birds,Gallinula_tenebrosa,Gallinula tenebrosa,,,,LC
Gallus_gallus,Birds,Gallus_gallus,Gallus gallus,,,,LC
Lichenostomus_versicolor,Birds,Lichenostomus_versicolor,Lichenostomus versicolor,,,,
Geoffroyus_geoffroyi,Birds,Geoffroyus_geoffroyi,Geoffroyus geoffroyi,,,,LC
Geopelia_cuneata,Birds,Geopelia_cuneata,Geopelia cuneata,,,,LC
Geopelia_humeralis,Birds,Geopelia_humeralis,Geopelia humeralis,,,,LC
Geophaps_plumifera,Birds,Geophaps_plumifera,Geophaps plumifera,,,,LC
Geophaps_scripta,Birds,Geophaps_scripta,Geophaps scripta,,,,LC
Geophaps_smithii,Birds,Geophaps_smithii,Geophaps smithii,,,,LC
Gerygone_chloronota,Birds,Gerygone_chloronota,Gerygone chloronota,,,,LC
Gerygone_fusca,Birds,Gerygone_fusca,Gerygone fusca,,,,LC
Gerygone_levigaster,Birds,Gerygone_levigaster,Gerygone levigaster,,,,LC
Gerygone_magnirostris,Birds,Gerygone_magnirostris,Gerygone magnirostris,,,,LC
Gerygone_olivacea,Birds,Gerygone_olivacea,Gerygone olivacea,,,,LC
Gerygone_tenebrosa,Birds,Gerygone_tenebrosa,Gerygone tenebrosa,,,,LC
Glareola_maldivarum,Birds,Glareola_maldivarum,Glareola maldivarum,,,,LC
Gliciphila_melanops,Birds,Gliciphila_melanops,Gliciphila melanops,,,,LC
Glossopsitta_concinna,Birds,Glossopsitta_concinna,Glossopsitta concinna,,,,LC
Glossopsitta_porphyrocephala,Birds,Glossopsitta_porphyrocephala,Glossopsitta porphyrocephala,,,,LC
Glossopsitta_pusilla,Birds,Glossopsitta_pusilla,Glossopsitta pusilla,,,,LC
Grallina_cyanoleuca,Birds,Grallina_cyanoleuca,Grallina cyanoleuca,,,,LC
Grantiella_picta,Birds,Grantiella_picta,Grantiella picta,Grantiella picta,Vulnerable,Grantiella picta,LC
Haliastur_indus,Birds,Haliastur_indus,Haliastur indus,,,,LC
Haliastur_sphenurus,Birds,Haliastur_sphenurus,Haliastur sphenurus,,,,LC
Hamirostra_melanosternon,Birds,Hamirostra_melanosternon,Hamirostra melanosternon,,,,LC
Heteromunia_pectoralis,Birds,Heteromunia_pectoralis,Heteromunia pectoralis,,,,LC
Heteromyias_cinereifrons,Birds,Heteromyias_cinereifrons,Heteromyias cinereifrons,,,,NT
Cuculus_pallidus,Birds,Cuculus_pallidus,Cuculus pallidus,,,,
Hieraaetus_morphnoides,Birds,Hieraaetus_morphnoides,Hieraaetus morphnoides,,,,LC
Himantopus_himantopus,Birds,Himantopus_himantopus,Himantopus himantopus,,,,LC
Hirundapus_caudacutus,Birds,Hirundapus_caudacutus,Hirundapus caudacutus,Hirundapus caudacutus,Vulnerable,Hirundapus caudacutus,LC
Hirundo_neoxena,Birds,Hirundo_neoxena,Hirundo neoxena,,,,LC
Gallirallus_philippensis,Birds,Gallirallus_philippensis,Gallirallus philippensis,,,,
Ixobrychus_dubius,Birds,Ixobrychus_dubius,Ixobrychus dubius,,,,LC
Ixobrychus_flavicollis,Birds,Ixobrychus_flavicollis,Ixobrychus flavicollis,,,,LC
Ixobrychus_minutus,Birds,Ixobrychus_minutus,Ixobrychus minutus,,,,LC
Microeca_griseoceps,Birds,Microeca_griseoceps,Microeca griseoceps,,,,
Lalage_tricolor,Birds,Lalage_tricolor,Lalage tricolor,,,,LC
Leipoa_ocellata,Birds,Leipoa_ocellata,Leipoa ocellata,Leipoa ocellata,Vulnerable,Leipoa ocellata,VU
Leucosarcia_melanoleuca,Birds,Leucosarcia_melanoleuca,Leucosarcia melanoleuca,,,,LC
Lewinia_pectoralis,Birds,Lewinia_pectoralis,Lewinia pectoralis,,,,LC
Lichenostomus_cratitius,Birds,Lichenostomus_cratitius,Lichenostomus cratitius,,,,LC
Lichenostomus_melanops,Birds,Lichenostomus_melanops,Lichenostomus melanops,,,,LC
Lichmera_indistincta,Birds,Lichmera_indistincta,Lichmera indistincta,,,,LC
Lonchura_castaneothorax,Birds,Lonchura_castaneothorax,Lonchura castaneothorax,,,,LC
Lonchura_flaviprymna,Birds,Lonchura_flaviprymna,Lonchura flaviprymna,,,,LC
Lonchura_punctulata,Birds,Lonchura_punctulata,Lonchura punctulata,,,,LC
Lophoictinia_isura,Birds,Lophoictinia_isura,Lophoictinia isura,,,,LC
Lopholaimus_antarcticus,Birds,Lopholaimus_antarcticus,Lopholaimus antarcticus,,,,LC
Ptiloris_magnificus,Birds,Ptiloris_magnificus,Ptiloris magnificus,,,,
Ptiloris_victoriae,Birds,Ptiloris_victoriae,Ptiloris victoriae,,,,
Machaerirhynchus_flaviventer,Birds,Machaerirhynchus_flaviventer,Machaerirhynchus flaviventer,,,,LC
Macropygia_amboinensis,Birds,Macropygia_amboinensis,Macropygia amboinensis,,,,LC
Malacorhynchus_membranaceus,Birds,Malacorhynchus_membranaceus,Malacorhynchus membranaceus,,,,LC
Malurus_amabilis,Birds,Malurus_amabilis,Malurus amabilis,,,,LC
Malurus_coronatus,Birds,Malurus_coronatus,Malurus coronatus,,,,LC
Malurus_cyaneus,Birds,Malurus_cyaneus,Malurus cyaneus,,,,LC
Malurus_lamberti,Birds,Malurus_lamberti,Malurus lamberti,,,,LC
Malurus_leucopterus,Birds,Malurus_leucopterus,Malurus leucopterus,,,,LC
Malurus_melanocephalus,Birds,Malurus_melanocephalus,Malurus melanocephalus,,,,LC
Malurus_pulcherrimus,Birds,Malurus_pulcherrimus,Malurus pulcherrimus,,,,LC
Malurus_splendens,Birds,Malurus_splendens,Malurus splendens,,,,LC
Manorina_melanocephala,Birds,Manorina_melanocephala,Manorina melanocephala,,,,LC
Manorina_melanotis,Birds,Manorina_melanotis,Manorina melanotis,Manorina melanotis,Endangered,Manorina melanotis,EN
Ptilinopus_magnificus,Birds,Ptilinopus_magnificus,Ptilinopus magnificus,,,,
Megapodius_reinwardt,Birds,Megapodius_reinwardt,Megapodius reinwardt,,,,LC
Melanodryas_cucullata,Birds,Melanodryas_cucullata,Melanodryas cucullata,,,,LC
Melanodryas_vittata,Birds,Melanodryas_vittata,Melanodryas vittata,,,,VU
Meleagris_gallopavo,Birds,Meleagris_gallopavo,Meleagris gallopavo,,,,LC
Meliphaga_lewinii,Birds,Meliphaga_lewinii,Meliphaga lewinii,,,,LC
Melithreptus_affinis,Birds,Melithreptus_affinis,Melithreptus affinis,,,,LC
Melithreptus_albogularis,Birds,Melithreptus_albogularis,Melithreptus albogularis,,,,LC
Melithreptus_brevirostris,Birds,Melithreptus_brevirostris,Melithreptus brevirostris,,,,LC
Melithreptus_gularis,Birds,Melithreptus_gularis,Melithreptus gularis,,,,LC
Melithreptus_lunatus,Birds,Melithreptus_lunatus,Melithreptus lunatus,,,,LC
Cracticus_quoyi,Birds,Cracticus_quoyi,Cracticus quoyi,,,,
Melopsittacus_undulatus,Birds,Melopsittacus_undulatus,Melopsittacus undulatus,,,,LC
Menura_alberti,Birds,Menura_alberti,Menura alberti,,,,LC
Menura_novaehollandiae,Birds,Menura_novaehollandiae,Menura novaehollandiae,,,,LC
Merops_ornatus,Birds,Merops_ornatus,Merops ornatus,,,,LC
Microcarbo_melanoleucos,Birds,Microcarbo_melanoleucos,Microcarbo melanoleucos,,,,LC
Microeca_fascinans,Birds,Microeca_fascinans,Microeca fascinans,,,,LC
Microeca_flavigaster,Birds,Microeca_flavigaster,Microeca flavigaster,,,,LC
Meliphaga_albilineata,Birds,Meliphaga_albilineata,Meliphaga albilineata,,,,
Meliphaga_fordiana,Birds,Meliphaga_fordiana,Meliphaga fordiana,,,,
Meliphaga_gracilis,Birds,Meliphaga_gracilis,Meliphaga gracilis,,,,
Mirafra_javanica,Birds,Mirafra_javanica,Mirafra javanica,,,,LC
Monarcha_frater,Birds,Monarcha_frater,Monarcha frater,,,,LC
Monarcha_melanopsis,Birds,Monarcha_melanopsis,Monarcha melanopsis,,,,LC
Motacilla_cinerea,Birds,Motacilla_cinerea,Motacilla cinerea,,,,LC
Motacilla_tschutschensis,Birds,Motacilla_tschutschensis,Motacilla tschutschensis,,,,LC
Myiagra_alecto,Birds,Myiagra_alecto,Myiagra alecto,,,,LC
Myiagra_inquieta,Birds,Myiagra_inquieta,Myiagra inquieta,,,,LC
Myiagra_rubecula,Birds,Myiagra_rubecula,Myiagra rubecula,,,,LC
Myiagra_ruficollis,Birds,Myiagra_ruficollis,Myiagra ruficollis,,,,LC
Myzomela_erythrocephala,Birds,Myzomela_erythrocephala,Myzomela erythrocephala,,,,LC
Myzomela_obscura,Birds,Myzomela_obscura,Myzomela obscura,,,,LC
Myzomela_sanguinolenta,Birds,Myzomela_sanguinolenta,Myzomela sanguinolenta,,,,LC
Neochmia_modesta,Birds,Neochmia_modesta,Neochmia modesta,,,,LC
Neochmia_phaeton,Birds,Neochmia_phaeton,Neochmia phaeton,,,,LC
Neochmia_temporalis,Birds,Neochmia_temporalis,Neochmia temporalis,,,,LC
Neophema_chrysogaster,Birds,Neophema_chrysogaster,Neophema chrysogaster,Neophema chrysogaster,Critically,Neophema chrysogaster,CR
Neophema_chrysostoma,Birds,Neophema_chrysostoma,Neophema chrysostoma,Neophema chrysostoma,Vulnerable,Neophema chrysostoma,VU
Neophema_splendida,Birds,Neophema_splendida,Neophema splendida,,,,LC
Lichenostomus_leucotis,Birds,Lichenostomus_leucotis,Lichenostomus leucotis,,,,
Nettapus_coromandelianus,Birds,Nettapus_coromandelianus,Nettapus coromandelianus,,,,LC
Nettapus_pulchellus,Birds,Nettapus_pulchellus,Nettapus pulchellus,,,,LC
Ninox_novaeseelandiae,Birds,Ninox_novaeseelandiae,Ninox novaeseelandiae,,,,LC
Ninox_rufa,Birds,Ninox_rufa,Ninox rufa,,,,LC
Ninox_strenua,Birds,Ninox_strenua,Ninox strenua,,,,LC
Northiella_haematogaster,Birds,Northiella_haematogaster,Northiella haematogaster,,,,LC
Nycticorax_caledonicus,Birds,Nycticorax_caledonicus,Nycticorax caledonicus,,,,LC
Ocyphaps_lophotes,Birds,Ocyphaps_lophotes,Ocyphaps lophotes,,,,LC
Oreoica_gutturalis,Birds,Oreoica_gutturalis,Oreoica gutturalis,,,,LC
Oreoscopus_gutturalis,Birds,Oreoscopus_gutturalis,Oreoscopus gutturalis,,,,EN
Origma_solitaria,Birds,Origma_solitaria,Origma solitaria,,,,LC
Oriolus_flavocinctus,Birds,Oriolus_flavocinctus,Oriolus flavocinctus,,,,LC
Oriolus_sagittatus,Birds,Oriolus_sagittatus,Oriolus sagittatus,,,,LC
Orthonyx_spaldingii,Birds,Orthonyx_spaldingii,Orthonyx spaldingii,,,,LC
Orthonyx_temminckii,Birds,Orthonyx_temminckii,Orthonyx temminckii,,,,LC
Oxyura_australis,Birds,Oxyura_australis,Oxyura australis,,,,LC
Pachycephala_griseiceps,Birds,Pachycephala_griseiceps,Pachycephala griseiceps,,,,LC
Pachycephala_inornata,Birds,Pachycephala_inornata,Pachycephala inornata,,,,LC
Pachycephala_lanioides,Birds,Pachycephala_lanioides,Pachycephala lanioides,,,,LC
Pachycephala_melanura,Birds,Pachycephala_melanura,Pachycephala melanura,,,,LC
Pachycephala_pectoralis,Birds,Pachycephala_pectoralis,Pachycephala pectoralis,,,,LC
Pachycephala_rufiventris,Birds,Pachycephala_rufiventris,Pachycephala rufiventris,,,,LC
Pachycephala_rufogularis,Birds,Pachycephala_rufogularis,Pachycephala rufogularis,Pachycephala rufogularis,Vulnerable,Pachycephala rufogularis,VU
Pachycephala_simplex,Birds,Pachycephala_simplex,Pachycephala simplex,,,,LC
Pandion_cristatus,Birds,Pandion_cristatus,Pandion cristatus,,,,
Pandion_haliaetus,Birds,Pandion_haliaetus,Pandion haliaetus,,,,EN
Pardalotus_punctatus,Birds,Pardalotus_punctatus,Pardalotus punctatus,,,,LC
Pardalotus_striatus,Birds,Pardalotus_striatus,Pardalotus striatus,,,,LC
Passer_domesticus,Birds,Passer_domesticus,Passer domesticus,,,,LC
Passer_montanus,Birds,Passer_montanus,Passer montanus,,,,LC
Pavo_cristatus,Birds,Pavo_cristatus,Pavo cristatus,,,,LC
Pedionomus_torquatus,Birds,Pedionomus_torquatus,Pedionomus torquatus,Pedionomus torquatus,Critically,Pedionomus torquatus,EN
Pelecanus_conspicillatus,Birds,Pelecanus_conspicillatus,Pelecanus conspicillatus,,,,LC
Charadrius_australis,Birds,Charadrius_australis,Charadrius australis,,,,
Peneoenanthe_pulverulenta,Birds,Peneoenanthe_pulverulenta,Peneoenanthe pulverulenta,,,,LC
Petrochelidon_ariel,Birds,Petrochelidon_ariel,Petrochelidon ariel,,,,LC
Petrochelidon_nigricans,Birds,Petrochelidon_nigricans,Petrochelidon nigricans,,,,LC
Petroica_boodang,Birds,Petroica_boodang,Petroica boodang,,,,LC
Petroica_multicolor,Birds,Petroica_multicolor,Petroica multicolor,Petroica multicolor,Vulnerable,Petroica multicolor,EN
Petroica_rodinogaster,Birds,Petroica_rodinogaster,Petroica rodinogaster,,,,LC
Petroica_rosea,Birds,Petroica_rosea,Petroica rosea,,,,LC
Petrophassa_albipennis,Birds,Petrophassa_albipennis,Petrophassa albipennis,,,,LC
Petrophassa_rufipennis,Birds,Petrophassa_rufipennis,Petrophassa rufipennis,,,,LC
Phalacrocorax_carbo,Birds,Phalacrocorax_carbo,Phalacrocorax carbo,,,,LC
Phalacrocorax_fuscescens,Birds,Phalacrocorax_fuscescens,Phalacrocorax fuscescens,,,,LC
Phalacrocorax_varius,Birds,Phalacrocorax_varius,Phalacrocorax varius,,,,LC
Phaps_chalcoptera,Birds,Phaps_chalcoptera,Phaps chalcoptera,,,,LC
Phaps_elegans,Birds,Phaps_elegans,Phaps elegans,,,,LC
Philemon_argenticeps,Birds,Philemon_argenticeps,Philemon argenticeps,,,,LC
Philemon_buceroides,Birds,Philemon_buceroides,Philemon buceroides,,,,LC
Philemon_citreogularis,Birds,Philemon_citreogularis,Philemon citreogularis,,,,LC
Philemon_corniculatus,Birds,Philemon_corniculatus,Philemon corniculatus,,,,LC
Phonygammus_keraudrenii,Birds,Phonygammus_keraudrenii,Phonygammus keraudrenii,,,,LC
Phylidonyris_novaehollandiae,Birds,Phylidonyris_novaehollandiae,Phylidonyris novaehollandiae,,,,LC
Phylidonyris_pyrrhoptera,Birds,Phylidonyris_pyrrhoptera,Phylidonyris pyrrhoptera,,,,
Pitta_iris,Birds,Pitta_iris,Pitta iris,,,,LC
Pitta_versicolor,Birds,Pitta_versicolor,Pitta versicolor,,,,LC
Platalea_flavipes,Birds,Platalea_flavipes,Platalea flavipes,,,,LC
Platalea_regia,Birds,Platalea_regia,Platalea regia,,,,LC
Platycercus_adscitus,Birds,Platycercus_adscitus,Platycercus adscitus,,,,LC
Platycercus_caledonicus,Birds,Platycercus_caledonicus,Platycercus caledonicus,,,,LC
Platycercus_eximius,Birds,Platycercus_eximius,Platycercus eximius,,,,LC
Platycercus_icterotis,Birds,Platycercus_icterotis,Platycercus icterotis,,,,LC
Platycercus_venustus,Birds,Platycercus_venustus,Platycercus venustus,,,,LC
Plectorhyncha_lanceolata,Birds,Plectorhyncha_lanceolata,Plectorhyncha lanceolata,,,,LC
Plegadis_falcinellus,Birds,Plegadis_falcinellus,Plegadis falcinellus,,,,LC
Podargus_ocellatus,Birds,Podargus_ocellatus,Podargus ocellatus,,,,LC
Podargus_papuensis,Birds,Podargus_papuensis,Podargus papuensis,,,,LC
Podargus_strigoides,Birds,Podargus_strigoides,Podargus strigoides,,,,LC
Podiceps_cristatus,Birds,Podiceps_cristatus,Podiceps cristatus,,,,LC
Poecilodryas_cerviniventris,Birds,Poecilodryas_cerviniventris,Poecilodryas cerviniventris,,,,LC
Poecilodryas_superciliosa,Birds,Poecilodryas_superciliosa,Poecilodryas superciliosa,,,,LC
Poephila_acuticauda,Birds,Poephila_acuticauda,Poephila acuticauda,,,,LC
Poephila_cincta,Birds,Poephila_cincta,Poephila cincta,,,,LC
Poephila_personata,Birds,Poephila_personata,Poephila personata,,,,LC
Poliocephalus_poliocephalus,Birds,Poliocephalus_poliocephalus,Poliocephalus poliocephalus,,,,LC
Polytelis_swainsonii,Birds,Polytelis_swainsonii,Polytelis swainsonii,Polytelis swainsonii,Vulnerable,Polytelis swainsonii,LC
Pomatostomus_halli,Birds,Pomatostomus_halli,Pomatostomus halli,,,,LC
Pomatostomus_ruficeps,Birds,Pomatostomus_ruficeps,Pomatostomus ruficeps,,,,LC
Pomatostomus_superciliosus,Birds,Pomatostomus_superciliosus,Pomatostomus superciliosus,,,,LC
Pomatostomus_temporalis,Birds,Pomatostomus_temporalis,Pomatostomus temporalis,,,,LC
