SPECIES_LUTO,TAXON,scientificName_x,canonicalName,Scientific Name,Endangered Status,scientificName_y
Climacteris_picumnus,Birds,Climacteris_picumnus,Climacteris picumnus,,,
Climacteris_rufa,Birds,Climacteris_rufa,Climacteris rufa,,,
Colluricincla_boweri,Birds,Colluricincla_boweri,Colluricincla boweri,,,
Colluricincla_harmonica,Birds,Colluricincla_harmonica,Colluricincla harmonica,,,
Colluricincla_megarhyncha,Birds,Colluricincla_megarhyncha,Colluricincla megarhyncha,,,
Colluricincla_woodwardi,Birds,Colluricincla_woodwardi,Colluricincla woodwardi,,,
Columba_leucomela,Birds,Columba_leucomela,Columba leucomela,,,
Columba_livia,Birds,Columba_livia,Columba livia,,,
Conopophila_albogularis,Birds,Conopophila_albogularis,Conopophila albogularis,,,
Conopophila_rufogularis,Birds,Conopophila_rufogularis,Conopophila rufogularis,,,
Conopophila_whitei,Birds,Conopophila_whitei,Conopophila whitei,,,
Coracina_lineata,Birds,Coracina_lineata,Coracina lineata,,,
Coracina_maxima,Birds,Coracina_maxima,Coracina maxima,,,
Coracina_novaehollandiae,Birds,Coracina_novaehollandiae,Coracina novaehollandiae,,,
Coracina_papuensis,Birds,Coracina_papuensis,Coracina papuensis,,,
Corcorax_melanorhamphos,Birds,Corcorax_melanorhamphos,Corcorax melanorhamphos,,,
Cormobates_leucophaea,Birds,Cormobates_leucophaea,Cormobates leucophaea,,,
Corvus_bennetti,Birds,Corvus_bennetti,Corvus bennetti,,,
Corvus_coronoides,Birds,Corvus_coronoides,Corvus coronoides,,,
Corvus_mellori,Birds,Corvus_mellori,Corvus mellori,,,
Corvus_splendens,Birds,Corvus_splendens,Corvus splendens,,,
Corvus_tasmanicus,Birds,Corvus_tasmanicus,Corvus tasmanicus,,,
Coturnix_pectoralis,Birds,Coturnix_pectoralis,Coturnix pectoralis,,,
Cracticus_mentalis,Birds,Cracticus_mentalis,Cracticus mentalis,,,
Cracticus_nigrogularis,Birds,Cracticus_nigrogularis,Cracticus nigrogularis,,,
Cracticus_torquatus,Birds,Cracticus_torquatus,Cracticus torquatus,,,
Cuculus_optatus,Birds,Cuculus_optatus,Cuculus optatus,,,
Cuculus_saturatus,Birds,Cuculus_saturatus,Cuculus saturatus,,,
Cyclopsitta_diophthalma,Birds,Cyclopsitta_diophthalma,Cyclopsitta diophthalma,,,
Cygnus_atratus,Birds,Cygnus_atratus,Cygnus atratus,,,
Cygnus_olor,Birds,Cygnus_olor,Cygnus olor,,,
Dacelo_leachii,Birds,Dacelo_leachii,Dacelo leachii,,,
Dacelo_novaeguineae,Birds,Dacelo_novaeguineae,Dacelo novaeguineae,,,
Daphoenositta_chrysoptera,Birds,Daphoenositta_chrysoptera,Daphoenositta chrysoptera,,,
Dasyornis_brachypterus,Birds,Dasyornis_brachypterus,Dasyornis brachypterus,Dasyornis brachypterus,Endangered,Dasyornis brachypterus
Dasyornis_broadbenti,Birds,Dasyornis_broadbenti,Dasyornis broadbenti,,,
Dasyornis_longirostris,Birds,Dasyornis_longirostris,Dasyornis longirostris,Dasyornis longirostris,Endangered,Dasyornis longirostris
Dendrocygna_arcuata,Birds,Dendrocygna_arcuata,Dendrocygna arcuata,,,
Dendrocygna_eytoni,Birds,Dendrocygna_eytoni,Dendrocygna eytoni,,,
Dicaeum_hirundinaceum,Birds,Dicaeum_hirundinaceum,Dicaeum hirundinaceum,,,
Dicrurus_bracteatus,Birds,Dicrurus_bracteatus,Dicrurus bracteatus,,,
Dromaius_novaehollandiae,Birds,Dromaius_novaehollandiae,Dromaius novaehollandiae,,,
Drymodes_brunneopygia,Birds,Drymodes_brunneopygia,Drymodes brunneopygia,,,
Drymodes_superciliaris,Birds,Drymodes_superciliaris,Drymodes superciliaris,,,
Ducula_bicolor,Birds,Ducula_bicolor,Ducula bicolor,,,
Eclectus_roratus,Birds,Eclectus_roratus,Eclectus roratus,,,
Coracina_tenuirostris,Birds,Coracina_tenuirostris,Coracina tenuirostris,,,
Egretta_garzetta,Birds,Egretta_garzetta,Egretta garzetta,,,
Egretta_novaehollandiae,Birds,Egretta_novaehollandiae,Egretta novaehollandiae,,,
Egretta_picata,Birds,Egretta_picata,Egretta picata,,,
Elanus_axillaris,Birds,Elanus_axillaris,Elanus axillaris,,,
Elanus_caeruleus,Birds,Elanus_caeruleus,Elanus caeruleus,,,
Elanus_scriptus,Birds,Elanus_scriptus,Elanus scriptus,,,
Emblema_pictum,Birds,Emblema_pictum,Emblema pictum,,,
Entomyzon_cyanotis,Birds,Entomyzon_cyanotis,Entomyzon cyanotis,,,
Eolophus_roseicapillus,Birds,Eolophus_roseicapillus,Eolophus roseicapillus,,,
Eopsaltria_griseogularis,Birds,Eopsaltria_griseogularis,Eopsaltria griseogularis,,,
Ephippiorhynchus_asiaticus,Birds,Ephippiorhynchus_asiaticus,Ephippiorhynchus asiaticus,,,
Epthianura_albifrons,Birds,Epthianura_albifrons,Epthianura albifrons,,,
Epthianura_aurifrons,Birds,Epthianura_aurifrons,Epthianura aurifrons,,,
Epthianura_crocea,Birds,Epthianura_crocea,Epthianura crocea,,,
Epthianura_tricolor,Birds,Epthianura_tricolor,Epthianura tricolor,,,
Erythrotriorchis_radiatus,Birds,Erythrotriorchis_radiatus,Erythrotriorchis radiatus,Erythrotriorchis radiatus,Endangered,Erythrotriorchis radiatus
Erythrura_trichroa,Birds,Erythrura_trichroa,Erythrura trichroa,,,
Esacus_magnirostris,Birds,Esacus_magnirostris,Esacus magnirostris,,,
Eudynamys_orientalis,Birds,Eudynamys_orientalis,Eudynamys orientalis,,,
Eulabeornis_castaneoventris,Birds,Eulabeornis_castaneoventris,Eulabeornis castaneoventris,,,
Eurostopodus_argus,Birds,Eurostopodus_argus,Eurostopodus argus,,,
Eurostopodus_mystacalis,Birds,Eurostopodus_mystacalis,Eurostopodus mystacalis,,,
Eurystomus_orientalis,Birds,Eurystomus_orientalis,Eurystomus orientalis,,,
Falco_berigora,Birds,Falco_berigora,Falco berigora,,,
Falco_cenchroides,Birds,Falco_cenchroides,Falco cenchroides,,,
Falco_hypoleucos,Birds,Falco_hypoleucos,Falco hypoleucos,Falco hypoleucos,Vulnerable,Falco hypoleucos
Falco_longipennis,Birds,Falco_longipennis,Falco longipennis,,,
Falco_subniger,Birds,Falco_subniger,Falco subniger,,,
Falcunculus_frontatus,Birds,Falcunculus_frontatus,Falcunculus frontatus,,,
Fulica_atra,Birds,Fulica_atra,Fulica atra,,,
Gallinago_hardwickii,Birds,Gallinago_hardwickii,Gallinago hardwickii,Gallinago hardwickii,Vulnerable,Gallinago hardwickii
Gallinula_tenebrosa,Birds,Gallinula_tenebrosa,Gallinula tenebrosa,,,
Gallus_gallus,Birds,Gallus_gallus,Gallus gallus,,,
Lichenostomus_versicolor,Birds,Lichenostomus_versicolor,Lichenostomus versicolor,,,
Geoffroyus_geoffroyi,Birds,Geoffroyus_geoffroyi,Geoffroyus geoffroyi,,,
Geopelia_cuneata,Birds,Geopelia_cuneata,Geopelia cuneata,,,
Geopelia_humeralis,Birds,Geopelia_humeralis,Geopelia humeralis,,,
Geophaps_plumifera,Birds,Geophaps_plumifera,Geophaps plumifera,,,
Geophaps_scripta,Birds,Geophaps_scripta,Geophaps scripta,,,
Geophaps_smithii,Birds,Geophaps_smithii,Geophaps smithii,,,
Gerygone_chloronota,Birds,Gerygone_chloronota,Gerygone chloronota,,,
Gerygone_fusca,Birds,Gerygone_fusca,Gerygone fusca,,,
Gerygone_levigaster,Birds,Gerygone_levigaster,Gerygone levigaster,,,
Gerygone_magnirostris,Birds,Gerygone_magnirostris,Gerygone magnirostris,,,
Gerygone_olivacea,Birds,Gerygone_olivacea,Gerygone olivacea,,,
Gerygone_tenebrosa,Birds,Gerygone_tenebrosa,Gerygone tenebrosa,,,
Glareola_maldivarum,Birds,Glareola_maldivarum,Glareola maldivarum,,,
Gliciphila_melanops,Birds,Gliciphila_melanops,Gliciphila melanops,,,
Glossopsitta_concinna,Birds,Glossopsitta_concinna,Glossopsitta concinna,,,
Glossopsitta_porphyrocephala,Birds,Glossopsitta_porphyrocephala,Glossopsitta porphyrocephala,,,
Glossopsitta_pusilla,Birds,Glossopsitta_pusilla,Glossopsitta pusilla,,,
Grallina_cyanoleuca,Birds,Grallina_cyanoleuca,Grallina cyanoleuca,,,
Grantiella_picta,Birds,Grantiella_picta,Grantiella picta,Grantiella picta,Vulnerable,Grantiella picta
Haliastur_indus,Birds,Haliastur_indus,Haliastur indus,,,
Haliastur_sphenurus,Birds,Haliastur_sphenurus,Haliastur sphenurus,,,
Hamirostra_melanosternon,Birds,Hamirostra_melanosternon,Hamirostra melanosternon,,,
Heteromunia_pectoralis,Birds,Heteromunia_pectoralis,Heteromunia pectoralis,,,
Heteromyias_cinereifrons,Birds,Heteromyias_cinereifrons,Heteromyias cinereifrons,,,
Cuculus_pallidus,Birds,Cuculus_pallidus,Cuculus pallidus,,,
Hieraaetus_morphnoides,Birds,Hieraaetus_morphnoides,Hieraaetus morphnoides,,,
Himantopus_himantopus,Birds,Himantopus_himantopus,Himantopus himantopus,,,
Hirundapus_caudacutus,Birds,Hirundapus_caudacutus,Hirundapus caudacutus,Hirundapus caudacutus,Vulnerable,Hirundapus caudacutus
Hirundo_neoxena,Birds,Hirundo_neoxena,Hirundo neoxena,,,
Gallirallus_philippensis,Birds,Gallirallus_philippensis,Gallirallus philippensis,,,
Ixobrychus_dubius,Birds,Ixobrychus_dubius,Ixobrychus dubius,,,
Ixobrychus_flavicollis,Birds,Ixobrychus_flavicollis,Ixobrychus flavicollis,,,
Ixobrychus_minutus,Birds,Ixobrychus_minutus,Ixobrychus minutus,,,
Microeca_griseoceps,Birds,Microeca_griseoceps,Microeca griseoceps,,,
Lalage_tricolor,Birds,Lalage_tricolor,Lalage tricolor,,,
Leipoa_ocellata,Birds,Leipoa_ocellata,Leipoa ocellata,Leipoa ocellata,Vulnerable,Leipoa ocellata
Leucosarcia_melanoleuca,Birds,Leucosarcia_melanoleuca,Leucosarcia melanoleuca,,,
Lewinia_pectoralis,Birds,Lewinia_pectoralis,Lewinia pectoralis,,,
Lichenostomus_cratitius,Birds,Lichenostomus_cratitius,Lichenostomus cratitius,,,
Lichenostomus_melanops,Birds,Lichenostomus_melanops,Lichenostomus melanops,,,
Lichmera_indistincta,Birds,Lichmera_indistincta,Lichmera indistincta,,,
Lonchura_castaneothorax,Birds,Lonchura_castaneothorax,Lonchura castaneothorax,,,
Lonchura_flaviprymna,Birds,Lonchura_flaviprymna,Lonchura flaviprymna,,,
Lonchura_punctulata,Birds,Lonchura_punctulata,Lonchura punctulata,,,
Lophoictinia_isura,Birds,Lophoictinia_isura,Lophoictinia isura,,,
Lopholaimus_antarcticus,Birds,Lopholaimus_antarcticus,Lopholaimus antarcticus,,,
Ptiloris_magnificus,Birds,Ptiloris_magnificus,Ptiloris magnificus,,,
Ptiloris_victoriae,Birds,Ptiloris_victoriae,Ptiloris victoriae,,,
Machaerirhynchus_flaviventer,Birds,Machaerirhynchus_flaviventer,Machaerirhynchus flaviventer,,,
Macropygia_amboinensis,Birds,Macropygia_amboinensis,Macropygia amboinensis,,,
Malacorhynchus_membranaceus,Birds,Malacorhynchus_membranaceus,Malacorhynchus membranaceus,,,
Malurus_amabilis,Birds,Malurus_amabilis,Malurus amabilis,,,
Malurus_coronatus,Birds,Malurus_coronatus,Malurus coronatus,,,
Malurus_cyaneus,Birds,Malurus_cyaneus,Malurus cyaneus,,,
Malurus_lamberti,Birds,Malurus_lamberti,Malurus lamberti,,,
Malurus_leucopterus,Birds,Malurus_leucopterus,Malurus leucopterus,,,
Malurus_melanocephalus,Birds,Malurus_melanocephalus,Malurus melanocephalus,,,
Malurus_pulcherrimus,Birds,Malurus_pulcherrimus,Malurus pulcherrimus,,,
Malurus_splendens,Birds,Malurus_splendens,Malurus splendens,,,
Manorina_melanocephala,Birds,Manorina_melanocephala,Manorina melanocephala,,,
Manorina_melanotis,Birds,Manorina_melanotis,Manorina melanotis,Manorina melanotis,Endangered,Manorina melanotis
Ptilinopus_magnificus,Birds,Ptilinopus_magnificus,Ptilinopus magnificus,,,
Megapodius_reinwardt,Birds,Megapodius_reinwardt,Megapodius reinwardt,,,
Melanodryas_cucullata,Birds,Melanodryas_cucullata,Melanodryas cucullata,,,
Melanodryas_vittata,Birds,Melanodryas_vittata,Melanodryas vittata,,,
Meleagris_gallopavo,Birds,Meleagris_gallopavo,Meleagris gallopavo,,,
Meliphaga_lewinii,Birds,Meliphaga_lewinii,Meliphaga lewinii,,,
Melithreptus_affinis,Birds,Melithreptus_affinis,Melithreptus affinis,,,
Melithreptus_albogularis,Birds,Melithreptus_albogularis,Melithreptus albogularis,,,
Melithreptus_brevirostris,Birds,Melithreptus_brevirostris,Melithreptus brevirostris,,,
Melithreptus_gularis,Birds,Melithreptus_gularis,Melithreptus gularis,,,
Melithreptus_lunatus,Birds,Melithreptus_lunatus,Melithreptus lunatus,,,
Cracticus_quoyi,Birds,Cracticus_quoyi,Cracticus quoyi,,,
Melopsittacus_undulatus,Birds,Melopsittacus_undulatus,Melopsittacus undulatus,,,
Menura_alberti,Birds,Menura_alberti,Menura alberti,,,
Menura_novaehollandiae,Birds,Menura_novaehollandiae,Menura novaehollandiae,,,
Merops_ornatus,Birds,Merops_ornatus,Merops ornatus,,,
Microcarbo_melanoleucos,Birds,Microcarbo_melanoleucos,Microcarbo melanoleucos,,,
Microeca_fascinans,Birds,Microeca_fascinans,Microeca fascinans,,,
Microeca_flavigaster,Birds,Microeca_flavigaster,Microeca flavigaster,,,
Meliphaga_albilineata,Birds,Meliphaga_albilineata,Meliphaga albilineata,,,
Meliphaga_fordiana,Birds,Meliphaga_fordiana,Meliphaga fordiana,,,
Meliphaga_gracilis,Birds,Meliphaga_gracilis,Meliphaga gracilis,,,
Mirafra_javanica,Birds,Mirafra_javanica,Mirafra javanica,,,
Monarcha_frater,Birds,Monarcha_frater,Monarcha frater,,,
Monarcha_melanopsis,Birds,Monarcha_melanopsis,Monarcha melanopsis,,,
Motacilla_cinerea,Birds,Motacilla_cinerea,Motacilla cinerea,,,
Motacilla_tschutschensis,Birds,Motacilla_tschutschensis,Motacilla tschutschensis,,,
Myiagra_alecto,Birds,Myiagra_alecto,Myiagra alecto,,,
Myiagra_inquieta,Birds,Myiagra_inquieta,Myiagra inquieta,,,
Myiagra_rubecula,Birds,Myiagra_rubecula,Myiagra rubecula,,,
Myiagra_ruficollis,Birds,Myiagra_ruficollis,Myiagra ruficollis,,,
Myzomela_erythrocephala,Birds,Myzomela_erythrocephala,Myzomela erythrocephala,,,
Myzomela_obscura,Birds,Myzomela_obscura,Myzomela obscura,,,
Myzomela_sanguinolenta,Birds,Myzomela_sanguinolenta,Myzomela sanguinolenta,,,
Neochmia_modesta,Birds,Neochmia_modesta,Neochmia modesta,,,
Neochmia_phaeton,Birds,Neochmia_phaeton,Neochmia phaeton,,,
Neochmia_temporalis,Birds,Neochmia_temporalis,Neochmia temporalis,,,
Neophema_chrysogaster,Birds,Neophema_chrysogaster,Neophema chrysogaster,Neophema chrysogaster,Critically,Neophema chrysogaster
Neophema_chrysostoma,Birds,Neophema_chrysostoma,Neophema chrysostoma,Neophema chrysostoma,Vulnerable,Neophema chrysostoma
Neophema_splendida,Birds,Neophema_splendida,Neophema splendida,,,
Lichenostomus_leucotis,Birds,Lichenostomus_leucotis,Lichenostomus leucotis,,,
Nettapus_coromandelianus,Birds,Nettapus_coromandelianus,Nettapus coromandelianus,,,
Nettapus_pulchellus,Birds,Nettapus_pulchellus,Nettapus pulchellus,,,
Ninox_novaeseelandiae,Birds,Ninox_novaeseelandiae,Ninox novaeseelandiae,,,
Ninox_rufa,Birds,Ninox_rufa,Ninox rufa,,,
Ninox_strenua,Birds,Ninox_strenua,Ninox strenua,,,
Northiella_haematogaster,Birds,Northiella_haematogaster,Northiella haematogaster,,,
Nycticorax_caledonicus,Birds,Nycticorax_caledonicus,Nycticorax caledonicus,,,
Ocyphaps_lophotes,Birds,Ocyphaps_lophotes,Ocyphaps lophotes,,,
Oreoica_gutturalis,Birds,Oreoica_gutturalis,Oreoica gutturalis,,,
Oreoscopus_gutturalis,Birds,Oreoscopus_gutturalis,Oreoscopus gutturalis,,,
Origma_solitaria,Birds,Origma_solitaria,Origma solitaria,,,
Oriolus_flavocinctus,Birds,Oriolus_flavocinctus,Oriolus flavocinctus,,,
Oriolus_sagittatus,Birds,Oriolus_sagittatus,Oriolus sagittatus,,,
Orthonyx_spaldingii,Birds,Orthonyx_spaldingii,Orthonyx spaldingii,,,
Orthonyx_temminckii,Birds,Orthonyx_temminckii,Orthonyx temminckii,,,
Oxyura_australis,Birds,Oxyura_australis,Oxyura australis,,,
Pachycephala_griseiceps,Birds,Pachycephala_griseiceps,Pachycephala griseiceps,,,
Pachycephala_inornata,Birds,Pachycephala_inornata,Pachycephala inornata,,,
Pachycephala_lanioides,Birds,Pachycephala_lanioides,Pachycephala lanioides,,,
Pachycephala_melanura,Birds,Pachycephala_melanura,Pachycephala melanura,,,
Pachycephala_pectoralis,Birds,Pachycephala_pectoralis,Pachycephala pectoralis,,,
Pachycephala_rufiventris,Birds,Pachycephala_rufiventris,Pachycephala rufiventris,,,
Pachycephala_rufogularis,Birds,Pachycephala_rufogularis,Pachycephala rufogularis,Pachycephala rufogularis,Vulnerable,Pachycephala rufogularis
Pachycephala_simplex,Birds,Pachycephala_simplex,Pachycephala simplex,,,
Pandion_cristatus,Birds,Pandion_cristatus,Pandion cristatus,,,
Pandion_haliaetus,Birds,Pandion_haliaetus,Pandion haliaetus,,,
Pardalotus_punctatus,Birds,Pardalotus_punctatus,Pardalotus punctatus,,,
Pardalotus_striatus,Birds,Pardalotus_striatus,Pardalotus striatus,,,
Passer_domesticus,Birds,Passer_domesticus,Passer domesticus,,,
Passer_montanus,Birds,Passer_montanus,Passer montanus,,,
Pavo_cristatus,Birds,Pavo_cristatus,Pavo cristatus,,,
Pedionomus_torquatus,Birds,Pedionomus_torquatus,Pedionomus torquatus,Pedionomus torquatus,Critically,Pedionomus torquatus
Pelecanus_conspicillatus,Birds,Pelecanus_conspicillatus,Pelecanus conspicillatus,,,
Charadrius_australis,Birds,Charadrius_australis,Charadrius australis,,,
Peneoenanthe_pulverulenta,Birds,Peneoenanthe_pulverulenta,Peneoenanthe pulverulenta,,,
Petrochelidon_ariel,Birds,Petrochelidon_ariel,Petrochelidon ariel,,,
Petrochelidon_nigricans,Birds,Petrochelidon_nigricans,Petrochelidon nigricans,,,
Petroica_boodang,Birds,Petroica_boodang,Petroica boodang,,,
Petroica_multicolor,Birds,Petroica_multicolor,Petroica multicolor,Petroica multicolor,Vulnerable,Petroica multicolor
Petroica_rodinogaster,Birds,Petroica_rodinogaster,Petroica rodinogaster,,,
Petroica_rosea,Birds,Petroica_rosea,Petroica rosea,,,
Petrophassa_albipennis,Birds,Petrophassa_albipennis,Petrophassa albipennis,,,
Petrophassa_rufipennis,Birds,Petrophassa_rufipennis,Petrophassa rufipennis,,,
Phalacrocorax_carbo,Birds,Phalacrocorax_carbo,Phalacrocorax carbo,,,
Phalacrocorax_fuscescens,Birds,Phalacrocorax_fuscescens,Phalacrocorax fuscescens,,,
Phalacrocorax_varius,Birds,Phalacrocorax_varius,Phalacrocorax varius,,,
Phaps_chalcoptera,Birds,Phaps_chalcoptera,Phaps chalcoptera,,,
Phaps_elegans,Birds,Phaps_elegans,Phaps elegans,,,
Philemon_argenticeps,Birds,Philemon_argenticeps,Philemon argenticeps,,,
Philemon_buceroides,Birds,Philemon_buceroides,Philemon buceroides,,,
Philemon_citreogularis,Birds,Philemon_citreogularis,Philemon citreogularis,,,
Philemon_corniculatus,Birds,Philemon_corniculatus,Philemon corniculatus,,,
Phonygammus_keraudrenii,Birds,Phonygammus_keraudrenii,Phonygammus keraudrenii,,,
Phylidonyris_novaehollandiae,Birds,Phylidonyris_novaehollandiae,Phylidonyris novaehollandiae,,,
Phylidonyris_pyrrhoptera,Birds,Phylidonyris_pyrrhoptera,Phylidonyris pyrrhoptera,,,
Pitta_iris,Birds,Pitta_iris,Pitta iris,,,
Pitta_versicolor,Birds,Pitta_versicolor,Pitta versicolor,,,
Platalea_flavipes,Birds,Platalea_flavipes,Platalea flavipes,,,
Platalea_regia,Birds,Platalea_regia,Platalea regia,,,
Platycercus_adscitus,Birds,Platycercus_adscitus,Platycercus adscitus,,,
Platycercus_caledonicus,Birds,Platycercus_caledonicus,Platycercus caledonicus,,,
Platycercus_eximius,Birds,Platycercus_eximius,Platycercus eximius,,,
Platycercus_icterotis,Birds,Platycercus_icterotis,Platycercus icterotis,,,
Platycercus_venustus,Birds,Platycercus_venustus,Platycercus venustus,,,
Plectorhyncha_lanceolata,Birds,Plectorhyncha_lanceolata,Plectorhyncha lanceolata,,,
Plegadis_falcinellus,Birds,Plegadis_falcinellus,Plegadis falcinellus,,,
Podargus_ocellatus,Birds,Podargus_ocellatus,Podargus ocellatus,,,
Podargus_papuensis,Birds,Podargus_papuensis,Podargus papuensis,,,
Podargus_strigoides,Birds,Podargus_strigoides,Podargus strigoides,,,
Podiceps_cristatus,Birds,Podiceps_cristatus,Podiceps cristatus,,,
Poecilodryas_cerviniventris,Birds,Poecilodryas_cerviniventris,Poecilodryas cerviniventris,,,
Poecilodryas_superciliosa,Birds,Poecilodryas_superciliosa,Poecilodryas superciliosa,,,
Poephila_acuticauda,Birds,Poephila_acuticauda,Poephila acuticauda,,,
Poephila_cincta,Birds,Poephila_cincta,Poephila cincta,,,
Poephila_personata,Birds,Poephila_personata,Poephila personata,,,
Poliocephalus_poliocephalus,Birds,Poliocephalus_poliocephalus,Poliocephalus poliocephalus,,,
Polytelis_swainsonii,Birds,Polytelis_swainsonii,Polytelis swainsonii,Polytelis swainsonii,Vulnerable,Polytelis swainsonii
Pomatostomus_halli,Birds,Pomatostomus_halli,Pomatostomus halli,,,
Pomatostomus_ruficeps,Birds,Pomatostomus_ruficeps,Pomatostomus ruficeps,,,
Pomatostomus_superciliosus,Birds,Pomatostomus_superciliosus,Pomatostomus superciliosus,,,
Pomatostomus_temporalis,Birds,Pomatostomus_temporalis,Pomatostomus temporalis,,,
Megalurus_gramineus,Birds,Megalurus_gramineus,Megalurus gramineus,,,
Porphyrio_porphyrio,Birds,Porphyrio_porphyrio,Porphyrio porphyrio,,,
Porzana_fluminea,Birds,Porzana_fluminea,Porzana fluminea,,,
Amblyornis_newtonianus,Birds,Amblyornis_newtonianus,Amblyornis newtonianus,,,
Probosciger_aterrimus,Birds,Probosciger_aterrimus,Probosciger aterrimus,,,
Psephotus_dissimilis,Birds,Psephotus_dissimilis,Psephotus dissimilis,,,
Psephotus_haematonotus,Birds,Psephotus_haematonotus,Psephotus haematonotus,,,
Psitteuteles_versicolor,Birds,Psitteuteles_versicolor,Psitteuteles versicolor,,,
Psophodes_cristatus,Birds,Psophodes_cristatus,Psophodes cristatus,,,
Psophodes_nigrogularis,Birds,Psophodes_nigrogularis,Psophodes nigrogularis,,,
Psophodes_olivaceus,Birds,Psophodes_olivaceus,Psophodes olivaceus,,,
Ptilinopus_cinctus,Birds,Ptilinopus_cinctus,Ptilinopus cinctus,,,
Ptilonorhynchus_violaceus,Birds,Ptilonorhynchus_violaceus,Ptilonorhynchus violaceus,,,
Lichenostomus_fuscus,Birds,Lichenostomus_fuscus,Lichenostomus fuscus,,,
Lichenostomus_ornatus,Birds,Lichenostomus_ornatus,Lichenostomus ornatus,,,
Lichenostomus_penicillatus,Birds,Lichenostomus_penicillatus,Lichenostomus penicillatus,,,
Purnella_albifrons,Birds,Purnella_albifrons,Purnella albifrons,,,
Phylidonyris_albifrons,Birds,Phylidonyris_albifrons,Phylidonyris albifrons,,,
Purpureicephalus_spurius,Birds,Purpureicephalus_spurius,Purpureicephalus spurius,,,
Pycnonotus_jocosus,Birds,Pycnonotus_jocosus,Pycnonotus jocosus,,,
Chthonicola_sagittata,Birds,Chthonicola_sagittata,Chthonicola sagittata,,,
Eopsaltria_georgiana,Birds,Eopsaltria_georgiana,Eopsaltria georgiana,,,
Rallina_tricolor,Birds,Rallina_tricolor,Rallina tricolor,,,
